baseyear,changeyear,stfp,cntyfp,tractfp,geoid,changenopolls,nopollsadded,nopollsremoved,pctblack,pctwhite,pcthispanic,baseyearpopulationdensity,lastgeyearpollinglocstotal,baseyearpollinglocstotal
2016,2014 - 2016,45,45079,45079010104,45079010104,0,0,0,0.327,0.639,,135,1,1
2018,2016 - 2018,45,45079,45079010104,45079010104,0,0,0,0.374,0.567,,151,1,1
2020,2018 - 2020,45,45079,45079010104,45079010104,0,0,0,0.418,0.492,,150,1,1
2022,2020 - 2022,45,45079,45079010104,45079010104,0,0,0,0.429,0.471,,153,1,1
2022,2020 - 2022,45,45079,45079010105,45079010105,0,0,0,0.49,0.325,,683,1,1
2022,2020 - 2022,45,45079,45079010106,45079010106,2,1,1,0.417,0.455,,418,3,3
2022,2020 - 2022,45,45079,45079010107,45079010107,0,0,0,0.495,0.421,,1485,4,4
2022,2020 - 2022,45,45079,45079010108,45079010108,0,0,0,0.436,0.524,,1985,1,1
2022,2020 - 2022,45,45079,45079010109,45079010109,0,0,0,0.603,0.171,,2649,3,3
2014,2012 - 2014,45,45079,45079010200,45079010200,0,0,0,0.436,0.537,,72,1,1
2016,2014 - 2016,45,45079,45079010200,45079010200,0,0,0,0.439,0.542,,72,1,1
2018,2016 - 2018,45,45079,45079010200,45079010200,0,0,0,0.4,0.553,,75,1,1
2020,2018 - 2020,45,45079,45079010200,45079010200,0,0,0,0.402,0.524,,82,1,1
2022,2020 - 2022,45,45079,45079010200,45079010200,0,0,0,0.46,0.452,,85,1,1
2014,2012 - 2014,45,45079,45079010304,45079010304,1,1,0,0.515,0.387,,2127,4,5
2016,2014 - 2016,45,45079,45079010304,45079010304,0,0,0,0.496,0.363,,2479,5,5
2018,2016 - 2018,45,45079,45079010304,45079010304,0,0,0,0.484,0.409,,2495,5,5
2020,2018 - 2020,45,45079,45079010304,45079010304,0,0,0,0.517,0.375,,2912,5,5
2022,2020 - 2022,45,45079,45079010304,45079010304,1,0,1,0.45,0.435,,2774,5,4
2014,2012 - 2014,45,45079,45079010305,45079010305,0,0,0,0.295,0.658,,2075,3,3
2016,2014 - 2016,45,45079,45079010305,45079010305,0,0,0,0.343,0.602,,1987,3,3
2018,2016 - 2018,45,45079,45079010305,45079010305,0,0,0,0.316,0.638,,2130,3,3
2020,2018 - 2020,45,45079,45079010305,45079010305,0,0,0,0.235,0.687,,2137,3,3
2022,2020 - 2022,45,45079,45079010305,45079010305,1,0,1,0.245,0.663,,2177,3,2
2014,2012 - 2014,45,45079,45079010306,45079010306,2,2,0,0.071,0.868,,579,2,4
2016,2014 - 2016,45,45079,45079010306,45079010306,0,0,0,0.099,0.815,,679,4,4
2018,2016 - 2018,45,45079,45079010306,45079010306,0,0,0,0.118,0.822,,773,4,4
2014,2012 - 2014,45,45079,45079010307,45079010307,2,2,0,0.081,0.862,,257,3,5
2016,2014 - 2016,45,45079,45079010307,45079010307,0,0,0,0.102,0.835,,272,5,5
2018,2016 - 2018,45,45079,45079010307,45079010307,0,0,0,0.126,0.835,,296,5,5
2014,2012 - 2014,45,45079,45079010308,45079010308,2,2,0,0.218,0.697,,897,1,3
2016,2014 - 2016,45,45079,45079010308,45079010308,0,0,0,0.219,0.663,,952,3,3
2018,2016 - 2018,45,45079,45079010308,45079010308,2,1,1,0.278,0.658,,957,3,3
2020,2018 - 2020,45,45079,45079010308,45079010308,2,1,1,0.302,0.623,,861,3,3
2022,2020 - 2022,45,45079,45079010308,45079010308,3,1,2,0.305,0.664,,851,3,2
2014,2012 - 2014,45,45079,45079010309,45079010309,0,0,0,0.332,0.657,,1015,1,1
2016,2014 - 2016,45,45079,45079010309,45079010309,0,0,0,0.275,0.693,,1012,1,1
2018,2016 - 2018,45,45079,45079010309,45079010309,0,0,0,0.336,0.622,,1000,1,1
2022,2020 - 2022,45,45079,45079010311,45079010311,2,1,1,0.07,0.851,,569,4,4
2022,2020 - 2022,45,45079,45079010312,45079010312,1,0,1,0.149,0.745,,1406,1,0
2022,2020 - 2022,45,45079,45079010313,45079010313,3,1,2,0.068,0.924,,225,4,3
2022,2020 - 2022,45,45079,45079010314,45079010314,0,0,0,0.308,0.626,,942,1,1
2014,2012 - 2014,45,45079,45079010403,45079010403,0,0,0,0.535,0.404,,1340,3,3
2016,2014 - 2016,45,45079,45079010403,45079010403,0,0,0,0.539,0.414,,1446,3,3
2018,2016 - 2018,45,45079,45079010403,45079010403,0,0,0,0.527,0.428,,1469,3,3
2020,2018 - 2020,45,45079,45079010403,45079010403,0,0,0,0.537,0.398,,1137,3,3
2022,2020 - 2022,45,45079,45079010403,45079010403,0,0,0,0.546,0.366,,1222,3,3
2014,2012 - 2014,45,45079,45079010407,45079010407,0,0,0,0.794,0.17,,3066,1,1
2016,2014 - 2016,45,45079,45079010407,45079010407,0,0,0,0.763,0.193,,2851,1,1
2018,2016 - 2018,45,45079,45079010407,45079010407,0,0,0,0.791,0.139,,2814,1,1
2020,2018 - 2020,45,45079,45079010407,45079010407,0,0,0,0.814,0.121,,2795,1,1
2022,2020 - 2022,45,45079,45079010407,45079010407,0,0,0,0.775,0.123,,2952,1,1
2014,2012 - 2014,45,45079,45079010410,45079010410,0,0,0,0.627,0.217,,3670,2,2
2016,2014 - 2016,45,45079,45079010410,45079010410,0,0,0,0.543,0.267,,4135,2,2
2018,2016 - 2018,45,45079,45079010410,45079010410,0,0,0,0.544,0.256,,4420,2,2
2014,2012 - 2014,45,45079,45079010411,45079010411,0,0,0,0.768,0.201,,5212,1,1
2016,2014 - 2016,45,45079,45079010411,45079010411,0,0,0,0.704,0.233,,5769,1,1
2018,2016 - 2018,45,45079,45079010411,45079010411,0,0,0,0.634,0.25,,5687,1,1
2020,2018 - 2020,45,45079,45079010411,45079010411,1,0,1,0.579,0.293,,5378,1,0
2014,2012 - 2014,45,45079,45079010412,45079010412,0,0,0,0.581,0.363,,3933,1,1
2016,2014 - 2016,45,45079,45079010412,45079010412,0,0,0,0.619,0.316,,3777,1,1
2018,2016 - 2018,45,45079,45079010412,45079010412,0,0,0,0.643,0.298,,3340,1,1
2020,2018 - 2020,45,45079,45079010412,45079010412,0,0,0,0.754,0.212,,4708,1,1
2022,2020 - 2022,45,45079,45079010412,45079010412,1,0,1,0.762,0.201,,4926,1,0
2022,2020 - 2022,45,45079,45079010414,45079010414,0,0,0,0.639,0.212,,4109,2,2
2014,2012 - 2014,45,45079,45079010501,45079010501,0,0,0,0.419,0.462,,651,1,1
2016,2014 - 2016,45,45079,45079010501,45079010501,0,0,0,0.469,0.46,,640,1,1
2018,2016 - 2018,45,45079,45079010501,45079010501,0,0,0,0.513,0.448,,641,1,1
2020,2018 - 2020,45,45079,45079010501,45079010501,0,0,0,0.362,0.549,,610,1,1
2022,2020 - 2022,45,45079,45079010501,45079010501,0,0,0,0.348,0.509,,606,1,1
2014,2012 - 2014,45,45079,45079010502,45079010502,0,0,0,0.959,0,,1049,1,1
2016,2014 - 2016,45,45079,45079010502,45079010502,0,0,0,0.98,0,,1109,1,1
2018,2016 - 2018,45,45079,45079010502,45079010502,0,0,0,0.961,0.02,,1636,1,1
2020,2018 - 2020,45,45079,45079010502,45079010502,0,0,0,0.979,0.021,,2252,1,1
2022,2020 - 2022,45,45079,45079010502,45079010502,0,0,0,0.949,0.047,,2507,1,1
2014,2012 - 2014,45,45079,45079010600,45079010600,0,0,0,0.886,0.098,,1809,4,4
2016,2014 - 2016,45,45079,45079010600,45079010600,0,0,0,0.873,0.092,,1749,4,4
2018,2016 - 2018,45,45079,45079010600,45079010600,0,0,0,0.909,0.061,,1660,4,4
2020,2018 - 2020,45,45079,45079010600,45079010600,0,0,0,0.919,0.076,,1675,4,4
2022,2020 - 2022,45,45079,45079010600,45079010600,0,0,0,0.932,0.055,,2026,4,4
2014,2012 - 2014,45,45079,45079010701,45079010701,0,0,0,0.977,0.012,,558,1,1
2016,2014 - 2016,45,45079,45079010701,45079010701,0,0,0,0.921,0.033,,514,1,1
2018,2016 - 2018,45,45079,45079010701,45079010701,0,0,0,0.909,0.02,,528,1,1
2020,2018 - 2020,45,45079,45079010701,45079010701,0,0,0,0.894,0.002,,615,1,1
2022,2020 - 2022,45,45079,45079010701,45079010701,0,0,0,0.845,0.007,,628,1,1
2014,2012 - 2014,45,45079,45079010703,45079010703,0,0,0,0.953,0.009,,2251,2,2
2016,2014 - 2016,45,45079,45079010703,45079010703,0,0,0,0.947,0.004,,2537,2,2
2018,2016 - 2018,45,45079,45079010703,45079010703,0,0,0,0.986,0.014,,2295,2,2
2020,2018 - 2020,45,45079,45079010703,45079010703,0,0,0,0.981,0.018,,2274,2,2
2022,2020 - 2022,45,45079,45079010703,45079010703,0,0,0,0.947,0.023,,2127,2,2
2014,2012 - 2014,45,45079,45079010806,45079010806,0,0,0,0.697,0.256,,479,2,2
2016,2014 - 2016,45,45079,45079010806,45079010806,0,0,0,0.612,0.369,,422,2,2
2018,2016 - 2018,45,45079,45079010806,45079010806,0,0,0,0.6,0.355,,485,2,2
2020,2018 - 2020,45,45079,45079010806,45079010806,0,0,0,0.545,0.372,,475,2,2
2022,2020 - 2022,45,45079,45079010806,45079010806,0,0,0,0.562,0.346,,433,2,2
2014,2012 - 2014,45,45079,45079011000,45079011000,0,0,0,0.95,0.048,,2619,1,1
2016,2014 - 2016,45,45079,45079011000,45079011000,0,0,0,0.953,0.047,,2568,1,1
2018,2016 - 2018,45,45079,45079011000,45079011000,0,0,0,0.958,0.042,,2416,1,1
2020,2018 - 2020,45,45079,45079011000,45079011000,0,0,0,0.941,0.059,,2746,1,1
2022,2020 - 2022,45,45079,45079011000,45079011000,0,0,0,0.919,0.081,,2581,1,1
2014,2012 - 2014,45,45079,45079011101,45079011101,0,0,0,0.41,0.568,,2799,2,2
2016,2014 - 2016,45,45079,45079011101,45079011101,0,0,0,0.374,0.59,,2754,2,2
2018,2016 - 2018,45,45079,45079011101,45079011101,0,0,0,0.384,0.562,,2733,2,2
2020,2018 - 2020,45,45079,45079011101,45079011101,0,0,0,0.353,0.586,,2600,2,2
2022,2020 - 2022,45,45079,45079011101,45079011101,0,0,0,0.279,0.649,,2505,2,2
2014,2012 - 2014,45,45079,45079011102,45079011102,0,0,0,0.182,0.711,,2196,2,2
2016,2014 - 2016,45,45079,45079011102,45079011102,0,0,0,0.158,0.759,,2286,2,2
2018,2016 - 2018,45,45079,45079011102,45079011102,1,0,1,0.207,0.771,,2409,2,1
2020,2018 - 2020,45,45079,45079011102,45079011102,0,0,0,0.196,0.802,,2329,1,1
2022,2020 - 2022,45,45079,45079011102,45079011102,0,0,0,0.229,0.753,,2421,1,1
2014,2012 - 2014,45,45079,45079011201,45079011201,0,0,0,0.066,0.914,,2131,1,1
2016,2014 - 2016,45,45079,45079011201,45079011201,0,0,0,0.066,0.907,,2332,1,1
2018,2016 - 2018,45,45079,45079011201,45079011201,0,0,0,0.043,0.947,,2181,1,1
2020,2018 - 2020,45,45079,45079011201,45079011201,0,0,0,0.025,0.959,,2019,1,1
2022,2020 - 2022,45,45079,45079011201,45079011201,2,1,1,0.035,0.941,,2076,1,1
2014,2012 - 2014,45,45079,45079011202,45079011202,0,0,0,0.144,0.833,,2746,3,3
2016,2014 - 2016,45,45079,45079011202,45079011202,0,0,0,0.146,0.816,,2728,3,3
2018,2016 - 2018,45,45079,45079011202,45079011202,0,0,0,0.152,0.784,,2840,3,3
2020,2018 - 2020,45,45079,45079011202,45079011202,0,0,0,0.131,0.802,,2817,3,3
2022,2020 - 2022,45,45079,45079011202,45079011202,0,0,0,0.105,0.828,,2818,3,3
2014,2012 - 2014,45,45079,45079011301,45079011301,0,0,0,0.314,0.62,,2124,3,3
2016,2014 - 2016,45,45079,45079011301,45079011301,0,0,0,0.306,0.627,,2147,3,3
2018,2016 - 2018,45,45079,45079011301,45079011301,0,0,0,0.282,0.624,,2156,3,3
2014,2012 - 2014,45,45079,45079011303,45079011303,1,1,0,0.631,0.234,,2214,1,2
2016,2014 - 2016,45,45079,45079011303,45079011303,0,0,0,0.628,0.249,,2156,2,2
2018,2016 - 2018,45,45079,45079011303,45079011303,0,0,0,0.713,0.207,,2214,2,2
2020,2018 - 2020,45,45079,45079011303,45079011303,0,0,0,0.762,0.191,,2291,2,2
2022,2020 - 2022,45,45079,45079011303,45079011303,0,0,0,0.708,0.189,,2337,2,2
2014,2012 - 2014,45,45079,45079011304,45079011304,0,0,0,0.6,0.249,,2589,2,2
2016,2014 - 2016,45,45079,45079011304,45079011304,0,0,0,0.698,0.198,,2662,2,2
2018,2016 - 2018,45,45079,45079011304,45079011304,0,0,0,0.674,0.186,,2553,2,2
2020,2018 - 2020,45,45079,45079011304,45079011304,0,0,0,0.796,0.095,,3137,2,2
2022,2020 - 2022,45,45079,45079011304,45079011304,0,0,0,0.834,0.079,,2864,2,2
2022,2020 - 2022,45,45079,45079011306,45079011306,1,0,1,0.119,0.812,,1678,2,1
2014,2012 - 2014,45,45079,45079011407,45079011407,1,1,0,0.271,0.639,,304,0,1
2016,2014 - 2016,45,45079,45079011407,45079011407,0,0,0,0.224,0.693,,300,1,1
2018,2016 - 2018,45,45079,45079011407,45079011407,0,0,0,0.246,0.621,,387,1,1
2020,2018 - 2020,45,45079,45079011407,45079011407,0,0,0,0.237,0.592,,431,1,1
2022,2020 - 2022,45,45079,45079011407,45079011407,0,0,0,0.332,0.509,,487,1,1
2014,2012 - 2014,45,45079,45079011411,45079011411,0,0,0,0.326,0.562,,1411,2,2
2016,2014 - 2016,45,45079,45079011411,45079011411,0,0,0,0.362,0.538,,1459,2,2
2018,2016 - 2018,45,45079,45079011411,45079011411,0,0,0,0.403,0.481,,1614,2,2
2020,2018 - 2020,45,45079,45079011411,45079011411,0,0,0,0.466,0.487,,1837,2,2
2022,2020 - 2022,45,45079,45079011411,45079011411,0,0,0,0.406,0.505,,1825,2,2
2014,2012 - 2014,45,45079,45079011412,45079011412,1,1,0,0.343,0.462,,1104,3,4
2016,2014 - 2016,45,45079,45079011412,45079011412,0,0,0,0.372,0.457,,947,4,4
2018,2016 - 2018,45,45079,45079011412,45079011412,0,0,0,0.471,0.354,,1005,4,4
2020,2018 - 2020,45,45079,45079011412,45079011412,2,1,1,0.487,0.281,,1057,4,4
2022,2020 - 2022,45,45079,45079011412,45079011412,0,0,0,0.578,0.221,,1199,4,4
2014,2012 - 2014,45,45079,45079011413,45079011413,0,0,0,0.323,0.583,,2137,1,1
2016,2014 - 2016,45,45079,45079011413,45079011413,0,0,0,0.377,0.503,,2053,1,1
2018,2016 - 2018,45,45079,45079011413,45079011413,0,0,0,0.372,0.454,,2036,1,1
2020,2018 - 2020,45,45079,45079011413,45079011413,0,0,0,0.469,0.35,,2342,1,1
2022,2020 - 2022,45,45079,45079011413,45079011413,0,0,0,0.491,0.374,,2283,1,1
2014,2012 - 2014,45,45079,45079011414,45079011414,0,0,0,0.393,0.478,,1473,1,1
2016,2014 - 2016,45,45079,45079011414,45079011414,0,0,0,0.357,0.499,,1437,1,1
2018,2016 - 2018,45,45079,45079011414,45079011414,0,0,0,0.353,0.46,,1468,1,1
2020,2018 - 2020,45,45079,45079011414,45079011414,0,0,0,0.275,0.444,,1229,1,1
2022,2020 - 2022,45,45079,45079011414,45079011414,0,0,0,0.262,0.469,,1357,1,1
2014,2012 - 2014,45,45079,45079011415,45079011415,2,2,0,0.484,0.43,,1519,2,4
2016,2014 - 2016,45,45079,45079011415,45079011415,0,0,0,0.433,0.465,,1654,4,4
2018,2016 - 2018,45,45079,45079011415,45079011415,2,1,1,0.48,0.378,,1801,4,4
2014,2012 - 2014,45,45079,45079011416,45079011416,0,0,0,0.368,0.527,,2521,2,2
2016,2014 - 2016,45,45079,45079011416,45079011416,0,0,0,0.428,0.484,,2629,2,2
2018,2016 - 2018,45,45079,45079011416,45079011416,0,0,0,0.476,0.396,,2929,2,2
2014,2012 - 2014,45,45079,45079011417,45079011417,2,2,0,0.618,0.33,,4912,2,4
2016,2014 - 2016,45,45079,45079011417,45079011417,0,0,0,0.615,0.296,,4781,4,4
2018,2016 - 2018,45,45079,45079011417,45079011417,0,0,0,0.607,0.274,,4816,4,4
2020,2018 - 2020,45,45079,45079011417,45079011417,0,0,0,0.699,0.2,,5088,4,4
2022,2020 - 2022,45,45079,45079011417,45079011417,0,0,0,0.777,0.153,,5149,4,4
2014,2012 - 2014,45,45079,45079011419,45079011419,1,1,0,0.607,0.342,,2420,0,1
2016,2014 - 2016,45,45079,45079011419,45079011419,0,0,0,0.643,0.279,,2627,1,1
2018,2016 - 2018,45,45079,45079011419,45079011419,0,0,0,0.576,0.366,,2638,1,1
2020,2018 - 2020,45,45079,45079011419,45079011419,0,0,0,0.597,0.373,,2268,1,1
2022,2020 - 2022,45,45079,45079011419,45079011419,2,1,1,0.549,0.379,,1999,1,1
2022,2020 - 2022,45,45079,45079011422,45079011422,0,0,0,0.352,0.38,,3037,2,2
2022,2020 - 2022,45,45079,45079011424,45079011424,1,1,0,0.571,0.339,,3182,1,2
2022,2020 - 2022,45,45079,45079011425,45079011425,0,0,0,0.442,0.407,,989,2,2
2014,2012 - 2014,45,45079,45079011603,45079011603,1,1,0,0.216,0.712,,2286,1,2
2016,2014 - 2016,45,45079,45079011603,45079011603,0,0,0,0.146,0.757,,2351,2,2
2018,2016 - 2018,45,45079,45079011603,45079011603,2,1,1,0.171,0.759,,2625,2,2
2020,2018 - 2020,45,45079,45079011603,45079011603,2,1,1,0.187,0.727,,2503,2,2
2022,2020 - 2022,45,45079,45079011603,45079011603,0,0,0,0.164,0.798,,2527,2,2
2014,2012 - 2014,45,45079,45079011604,45079011604,0,0,0,0.097,0.823,,2243,2,2
2016,2014 - 2016,45,45079,45079011604,45079011604,0,0,0,0.088,0.837,,2376,2,2
2018,2016 - 2018,45,45079,45079011604,45079011604,0,0,0,0.074,0.857,,2395,2,2
2020,2018 - 2020,45,45079,45079011604,45079011604,0,0,0,0.087,0.881,,2812,2,2
2022,2020 - 2022,45,45079,45079011604,45079011604,0,0,0,0.099,0.805,,2692,2,2
2014,2012 - 2014,45,45079,45079011606,45079011606,0,0,0,0.589,0.386,,1830,1,1
2016,2014 - 2016,45,45079,45079011606,45079011606,0,0,0,0.579,0.387,,1883,1,1
2018,2016 - 2018,45,45079,45079011606,45079011606,0,0,0,0.592,0.38,,1863,1,1
2020,2018 - 2020,45,45079,45079011606,45079011606,0,0,0,0.617,0.36,,1853,1,1
2022,2020 - 2022,45,45079,45079011606,45079011606,0,0,0,0.653,0.328,,1944,1,1
2014,2012 - 2014,45,45079,45079011607,45079011607,1,1,0,0.644,0.284,,2120,0,1
2016,2014 - 2016,45,45079,45079011607,45079011607,0,0,0,0.568,0.345,,2073,1,1
2018,2016 - 2018,45,45079,45079011607,45079011607,1,0,1,0.533,0.356,,2000,1,0
2020,2018 - 2020,45,45079,45079011607,45079011607,1,1,0,0.623,0.29,,2038,0,1
2022,2020 - 2022,45,45079,45079011607,45079011607,0,0,0,0.564,0.332,,2383,1,1
2014,2012 - 2014,45,45079,45079011608,45079011608,1,1,0,0.488,0.428,,2200,4,5
2016,2014 - 2016,45,45079,45079011608,45079011608,0,0,0,0.553,0.402,,2147,5,5
2018,2016 - 2018,45,45079,45079011608,45079011608,0,0,0,0.535,0.388,,2014,5,5
2020,2018 - 2020,45,45079,45079011608,45079011608,0,0,0,0.595,0.288,,1939,5,5
2022,2020 - 2022,45,45079,45079011608,45079011608,0,0,0,0.592,0.277,,2066,5,5
2014,2012 - 2014,45,45079,45079011702,45079011702,0,0,0,0.852,0.135,,461,1,1
2016,2014 - 2016,45,45079,45079011702,45079011702,0,0,0,0.846,0.124,,424,1,1
2018,2016 - 2018,45,45079,45079011702,45079011702,0,0,0,0.863,0.111,,462,1,1
2020,2018 - 2020,45,45079,45079011702,45079011702,0,0,0,0.841,0.126,,447,1,1
2022,2020 - 2022,45,45079,45079011702,45079011702,0,0,0,0.881,0.09,,480,1,1
2014,2012 - 2014,45,45079,45079011800,45079011800,1,1,0,0.808,0.142,,58,2,3
2016,2014 - 2016,45,45079,45079011800,45079011800,0,0,0,0.824,0.143,,54,3,3
2018,2016 - 2018,45,45079,45079011800,45079011800,2,1,1,0.849,0.116,,51,3,3
2022,2020 - 2022,45,45079,45079011801,45079011801,0,0,0,0.817,0.155,,82,2,2
2022,2020 - 2022,45,45079,45079011802,45079011802,0,0,0,0.821,0.152,,29,1,1
2014,2012 - 2014,45,45079,45079011901,45079011901,2,1,1,0.751,0.166,,814,2,2
2016,2014 - 2016,45,45079,45079011901,45079011901,0,0,0,0.728,0.156,,812,2,2
2018,2016 - 2018,45,45079,45079011901,45079011901,0,0,0,0.742,0.145,,803,2,2
2020,2018 - 2020,45,45079,45079011901,45079011901,0,0,0,0.775,0.1,,879,2,2
2022,2020 - 2022,45,45079,45079011901,45079011901,0,0,0,0.801,0.1,,834,2,2
2014,2012 - 2014,45,45079,45079011902,45079011902,0,0,0,0.373,0.603,,141,2,2
2016,2014 - 2016,45,45079,45079011902,45079011902,0,0,0,0.516,0.46,,137,2,2
2018,2016 - 2018,45,45079,45079011902,45079011902,0,0,0,0.5,0.468,,140,2,2
2020,2018 - 2020,45,45079,45079011902,45079011902,0,0,0,0.474,0.453,,152,2,2
2022,2020 - 2022,45,45079,45079011902,45079011902,0,0,0,0.51,0.383,,139,2,2
2014,2012 - 2014,45,45079,45079012000,45079012000,1,1,0,0.579,0.345,,35,2,3
2016,2014 - 2016,45,45079,45079012000,45079012000,0,0,0,0.635,0.343,,31,3,3
2018,2016 - 2018,45,45079,45079012000,45079012000,0,0,0,0.708,0.28,,36,3,3
2020,2018 - 2020,45,45079,45079012000,45079012000,0,0,0,0.682,0.305,,38,3,3
2022,2020 - 2022,45,45079,45079012000,45079012000,0,0,0,0.644,0.322,,37,3,3
2014,2012 - 2014,45,45081,45081960100,45081960100,0,0,0,0.111,0.722,,24,2,2
2016,2014 - 2016,45,45081,45081960100,45081960100,0,0,0,0.188,0.685,,23,2,2
2018,2016 - 2018,45,45081,45081960100,45081960100,0,0,0,0.197,0.645,,27,2,2
2020,2018 - 2020,45,45081,45081960100,45081960100,2,1,1,0.134,0.731,,27,2,2
2022,2020 - 2022,45,45081,45081960100,45081960100,2,1,1,0.122,0.753,,26,2,2
2014,2012 - 2014,45,45081,45081960201,45081960201,0,0,0,0.341,0.489,,57,4,4
2016,2014 - 2016,45,45081,45081960201,45081960201,0,0,0,0.31,0.518,,53,4,4
2018,2016 - 2018,45,45081,45081960201,45081960201,0,0,0,0.335,0.558,,50,4,4
2020,2018 - 2020,45,45081,45081960201,45081960201,3,1,2,0.36,0.58,,49,4,3
2022,2020 - 2022,45,45081,45081960201,45081960201,3,1,2,0.362,0.498,,48,3,2
2014,2012 - 2014,45,45081,45081960202,45081960202,0,0,0,0.428,0.426,,61,2,2
2016,2014 - 2016,45,45081,45081960202,45081960202,0,0,0,0.417,0.424,,70,2,2
2018,2016 - 2018,45,45081,45081960202,45081960202,0,0,0,0.356,0.479,,69,2,2
2020,2018 - 2020,45,45081,45081960202,45081960202,3,2,1,0.269,0.476,,73,2,3
2022,2020 - 2022,45,45081,45081960202,45081960202,1,0,1,0.259,0.427,,66,3,2
2014,2012 - 2014,45,45081,45081960300,45081960300,0,0,0,0.098,0.896,,51,2,2
2016,2014 - 2016,45,45081,45081960300,45081960300,0,0,0,0.088,0.908,,52,2,2
2018,2016 - 2018,45,45081,45081960300,45081960300,0,0,0,0.11,0.877,,56,2,2
2022,2020 - 2022,45,45081,45081960301,45081960301,0,0,0,0.194,0.738,,67,1,1
2022,2020 - 2022,45,45081,45081960302,45081960302,0,0,0,0.032,0.963,,38,1,1
2014,2012 - 2014,45,45081,45081960400,45081960400,0,0,0,0.315,0.64,,37,4,4
2016,2014 - 2016,45,45081,45081960400,45081960400,0,0,0,0.276,0.645,,37,4,4
2018,2016 - 2018,45,45081,45081960400,45081960400,0,0,0,0.27,0.651,,34,4,4
2020,2018 - 2020,45,45081,45081960400,45081960400,4,1,3,0.313,0.656,,35,4,2
2022,2020 - 2022,45,45081,45081960400,45081960400,2,1,1,0.355,0.608,,31,2,2
2020,2018 - 2020,45,45083,45083020301,45083020301,1,1,0,0.446,0.435,,2723,0,1
2022,2020 - 2022,45,45083,45083020301,45083020301,0,0,0,0.445,0.446,,2707,1,1
2014,2012 - 2014,45,45083,45083020400,45083020400,0,0,0,0.732,0.252,,1621,1,1
2016,2014 - 2016,45,45083,45083020400,45083020400,0,0,0,0.761,0.205,,2172,1,1
2018,2016 - 2018,45,45083,45083020400,45083020400,0,0,0,0.749,0.211,,2075,1,1
2020,2018 - 2020,45,45083,45083020400,45083020400,2,1,1,0.885,0.08,,1787,1,1
2022,2020 - 2022,45,45083,45083020400,45083020400,0,0,0,0.919,0.081,,1661,1,1
2014,2012 - 2014,45,45083,45083020500,45083020500,0,0,0,0.888,0.067,,2131,1,1
2016,2014 - 2016,45,45083,45083020500,45083020500,0,0,0,0.925,0.063,,2125,1,1
2018,2016 - 2018,45,45083,45083020500,45083020500,0,0,0,0.926,0.074,,2034,1,1
2020,2018 - 2020,45,45083,45083020500,45083020500,0,0,0,0.91,0.083,,2112,1,1
2022,2020 - 2022,45,45083,45083020500,45083020500,0,0,0,0.922,0.069,,2182,1,1
2014,2012 - 2014,45,45083,45083020601,45083020601,0,0,0,0.553,0.374,,2138,1,1
2016,2014 - 2016,45,45083,45083020601,45083020601,0,0,0,0.549,0.37,,2476,1,1
2018,2016 - 2018,45,45083,45083020601,45083020601,0,0,0,0.457,0.457,,2318,1,1
2020,2018 - 2020,45,45083,45083020601,45083020601,0,0,0,0.416,0.416,,2062,1,1
2022,2020 - 2022,45,45083,45083020601,45083020601,0,0,0,0.497,0.373,,2190,1,1
2014,2012 - 2014,45,45083,45083020603,45083020603,0,0,0,0.412,0.53,,1876,2,2
2016,2014 - 2016,45,45083,45083020603,45083020603,0,0,0,0.433,0.532,,1775,2,2
2018,2016 - 2018,45,45083,45083020603,45083020603,0,0,0,0.363,0.563,,1982,2,2
2020,2018 - 2020,45,45083,45083020603,45083020603,0,0,0,0.372,0.58,,2011,2,2
2022,2020 - 2022,45,45083,45083020603,45083020603,0,0,0,0.365,0.575,,1858,2,2
2014,2012 - 2014,45,45083,45083020701,45083020701,0,0,0,0.774,0.143,,3294,2,2
2016,2014 - 2016,45,45083,45083020701,45083020701,1,0,1,0.79,0.191,,3283,2,1
2018,2016 - 2018,45,45083,45083020701,45083020701,0,0,0,0.812,0.175,,3013,1,1
2020,2018 - 2020,45,45083,45083020701,45083020701,0,0,0,0.705,0.252,,3060,1,1
2022,2020 - 2022,45,45083,45083020701,45083020701,2,1,1,0.676,0.265,,3214,1,1
2014,2012 - 2014,45,45083,45083020702,45083020702,0,0,0,0.458,0.463,,575,1,1
2016,2014 - 2016,45,45083,45083020702,45083020702,0,0,0,0.564,0.346,,668,1,1
2018,2016 - 2018,45,45083,45083020702,45083020702,0,0,0,0.431,0.496,,740,1,1
2020,2018 - 2020,45,45083,45083020702,45083020702,0,0,0,0.322,0.433,,773,1,1
2022,2020 - 2022,45,45083,45083020702,45083020702,0,0,0,0.248,0.416,,816,1,1
2014,2012 - 2014,45,45083,45083020900,45083020900,0,0,0,0.621,0.377,,2342,1,1
2016,2014 - 2016,45,45083,45083020900,45083020900,0,0,0,0.52,0.467,,2351,1,1
2018,2016 - 2018,45,45083,45083020900,45083020900,0,0,0,0.513,0.432,,2245,1,1
2020,2018 - 2020,45,45083,45083020900,45083020900,0,0,0,0.471,0.46,,2634,1,1
2022,2020 - 2022,45,45083,45083020900,45083020900,0,0,0,0.513,0.414,,2589,1,1
2014,2012 - 2014,45,45083,45083021001,45083021001,0,0,0,0.843,0.144,,2884,2,2
