"location_name_clean","r3latitude","r3longitude","state","change_year","geom","change_type"
"WALLACE GREGG ELEMENTARY SCHOOL","34.186","-79.657","SC","2012","0101000020E6100000626E522C12EA53C048DC0830D1174140",NULL
"WANDO HIGH SCHOOL","32.885","-79.759","SC","2012","0101000020E61000000734226294F053C03348669A55714040",NULL
"WARD 1","34.706","-81.213","SC","2012","0101000020E610000016ECD0FAA54D54C09ADD49FA6A5A4140",NULL
"WARD 2","34.705","-81.215","SC","2012","0101000020E6100000EB1E7EA3C24D54C039F9E3AC3E5A4140",NULL
"WARD 4","34.708","-81.206","SC","2012","0101000020E61000001935046C2C4D54C04BAB21718F5A4140",NULL
"WARE SHOAL COMMUNITY LIBRARY","34.394","-82.241","SC","2012","0101000020E61000008D5DA27A6B8F54C0AFFC43447B324140",NULL
"WARE SHOALS TOWN HALL","34.399","-82.245","SC","2012","0101000020E610000004A3810EA98F54C0CE1BCCCB06334140",NULL
"WARREN CHAPEL UM CHURCH","34.054","-80.061","SC","2012","0101000020E61000009D013FF4EE0354C05DCDF055E1064140",NULL
"WARRENVILLE ELEMENTARY","33.524","-81.786","SC","2012","0101000020E6100000D333187E4B7254C0740D8EED10C34040",NULL
"WASHINGTON BAPTIST CHURCH","34.999","-82.250","SC","2012","0101000020E6100000E7B7F990019054C0FA1C69BAE87F4140",NULL
"WATEREE ELEMENTARY SCHOOL","34.215","-80.729","SC","2012","0101000020E6100000957B8159A12E54C0D10836AE7F1B4140",NULL
"WATERLOO FIRE DEPARTMENT","34.357","-82.056","SC","2012","0101000020E6100000FD07A238918354C0AF20729FC12D4140",NULL
"WATTSVILLE FIRE DEPARTMENT","34.518","-82.002","SC","2012","0101000020E610000045F4C6A41A8054C0CFE451E053424140",NULL
"WEDGEFIELD FIRE STATION","33.894","-80.518","SC","2012","0101000020E6100000F3469C04252154C0CEBF023D79F24040",NULL
"WELCOME BAPTIST CHURCH","34.530","-82.052","SC","2012","0101000020E6100000DFA293A5568354C03AB58E05E0434140",NULL
"WELCOME ELEMENTARY SCHOOL","34.820","-82.443","SC","2012","0101000020E6100000EDA7B51F5F9C54C039341B1A05694140",NULL
"WELDON AUDITORIUM LOBBY","33.702","-80.212","SC","2012","0101000020E61000000B0D1F6C8C0D54C02DCA11D7D6D94040",NULL
"WELFARE BAPTIST CHURCH","34.490","-82.569","SC","2012","0101000020E61000000460F2F56BA454C09525DF11BA3E4140",NULL
"WELLFORD BAPTIST CHURCH","34.956","-82.108","SC","2012","0101000020E6100000989DEA35E28654C0F4812E2B5E7A4140",NULL
"WELLINGTON PENTECOSTAL CHURCH","34.458","-82.660","SC","2012","0101000020E6100000333674B33FAA54C0496B67F3933A4140",NULL
"WESLEY CHAPEL UNITED METHODIST CHURCH","33.648","-80.901","SC","2012","0101000020E61000009CA62AC8AA3954C037C30DF8FCD24040",NULL
"WESLEY COMMONS","34.180","-82.128","SC","2012","0101000020E6100000E26025D52D8854C0422619390B174140",NULL
"WEST ASHLEY HIGH SCHOOL","32.819","-80.074","SC","2012","0101000020E6100000F118D46DBF0454C043650D28E5684040",NULL
"WEST COLUMBIA COMMUNITY CENTER","33.989","-81.063","SC","2012","0101000020E6100000D474875E104454C054162AA4A1FE4040",NULL
"WEST FLORENCE FIRE STATION","34.178","-79.859","SC","2012","0101000020E610000022AD8CA1F7F653C08C5940B2CA164140",NULL
"WEST FLORENCE HIGH SCHOOL","34.193","-79.826","SC","2012","0101000020E610000080D1E5CDE1F453C01D1D5723BB184140",NULL
"WEST HARTSVILLE ELEMENTARY SCHL","34.357","-80.143","SC","2012","0101000020E610000053B131AF230954C00F098442A92D4140",NULL
"WEST SIDE BAPTIST CHURCH","34.195","-82.162","SC","2012","0101000020E6100000075850BD5A8A54C04C91D7DE02194140",NULL
"WESTCLIFFE ELEMENTARY SCHOOL","34.865","-82.466","SC","2012","0101000020E610000095905907D19D54C0035BCA9EA96E4140",NULL
"WESTERN LAURENS FIRE DEPARTMENT","34.424","-82.231","SC","2012","0101000020E6100000BD5C7AEAC78E54C0BE1182FA3B364140",NULL
"WESTMINSTER CATAWBA CHRISTIAN SCHOOL","34.980","-81.022","SC","2012","0101000020E6100000336EC5596C4154C0D9278062647D4140",NULL
"WESTMINSTER PRESBY CHURCH","34.442","-81.869","SC","2012","0101000020E6100000C502BA8AA07754C072DB638E8A384140",NULL
"WESTMINSTER PRESBYTERIAN CHURCH","34.034","-81.090","SC","2012","0101000020E610000010244AD6BC4554C02D85F6A056044140",NULL
"WESTVIEW   SCHOOLS","33.004","-80.048","SC","2012","0101000020E6100000AB8B80AF0D0354C015D4A6A091804040",NULL
"WESTVIEW BEHAVIORAL CENTER","34.271","-81.624","SC","2012","0101000020E6100000DC346C4AE86754C01CFD7964BD224140",NULL
"WESTVILLE FIRE DEPARTMENT","34.456","-80.598","SC","2012","0101000020E610000098D3AFBE4B2654C00FA6176B6E3A4140",NULL
"WHALE BRANCH MIDDLE SCHOOL","32.533","-80.742","SC","2012","0101000020E61000002F6AF7AB802F54C00384C5973F444040",NULL
"WHEELAND COMMUNITY CENTER","34.156","-81.439","SC","2012","0101000020E61000005AC2908B205C54C03A26E6B402144140",NULL
"WHITE KNOLL ELEMENTARY SCHOOL","33.942","-81.189","SC","2012","0101000020E6100000FCB9B255134C54C078FD385096F84040",NULL
"WHITE OAK ARP CHURCH","34.474","-81.116","SC","2012","0101000020E6100000AA4203B16C4754C04074F7EFB03C4140",NULL
"WHITE PLAINS BAPTIST CHURCH","34.982","-81.749","SC","2012","0101000020E610000084CA0924F26F54C052CEBCC1BC7D4140",NULL
"WHITE PLAINS COMMUNITY CENTER","34.673","-82.533","SC","2012","0101000020E6100000D1F2F22A21A254C0B7C315061B564140",NULL
"WHITE POND COMMUNITY CTR.","33.427","-81.474","SC","2012","0101000020E6100000C8C22165555E54C0F6364767AAB64040",NULL
"WHITE STONE METH CHURCH COMMUNITY","34.903","-81.818","SC","2012","0101000020E6100000C54E1D505B7454C0B9AD88F5A1734140",NULL
"WHITEFIELD FIRE STATION","34.523","-82.494","SC","2012","0101000020E61000004D25A886A29F54C0DA7B4CFFED424140",NULL
"WHITEHALL ELEMENTARY SCHOOL","34.531","-82.679","SC","2012","0101000020E610000092D2C7D779AB54C0D7602BB2E7434140",NULL
"WHITESVILLE ELEMENTARY SCHOOL","33.150","-80.050","SC","2012","0101000020E6100000812F3B7A320354C0796EEBB82B934040",NULL
"WHITESVILLE RURAL FIRE","33.088","-80.090","SC","2012","0101000020E6100000635694B7C80554C0F09CD266418B4040",NULL
"WHITLOCK JUNIOR HIGH","34.999","-81.918","SC","2012","0101000020E6100000AC1C5A64BB7A54C0D16C6814DC7F4140",NULL
"WHITMIRE FIRE STATION","34.503","-81.615","SC","2012","0101000020E6100000F6B0170A586754C01607E11B54404140",NULL
"WHITNEY FIRE STATION","34.994","-81.920","SC","2012","0101000020E6100000393C2938E17A54C0B1D359773D7F4140",NULL
"WHITTAKER ELEMENTARY SCHOOL","33.493","-80.836","SC","2012","0101000020E6100000907B04487E3554C0E371512D22BF4040",NULL
"WHITTEMORE PK MIDDLE SCHOOL","33.837","-79.070","SC","2012","0101000020E6100000D5BF35C181C453C08E78B29B19EB4040",NULL
"WILDER ELEMENTARY SCHOOL","33.897","-80.342","SC","2012","0101000020E6100000F715B545E31554C0C42E4091DDF24040",NULL
"WILKERSON'S STORE","34.463","-79.386","SC","2012","0101000020E6100000C9F841A7B1D853C0F7144A70343B4140",NULL
"WILKSBURG BAPTIST CHURCH","34.745","-81.388","SC","2012","0101000020E6100000DE4B2BCFCD5854C06C996780665F4140",NULL
"WILLIAMS MIDDLE SCHOOL","34.214","-79.769","SC","2012","0101000020E61000005107C3CA32F153C053E68B625E1B4140",NULL
"WILLIAMSBURG CO BD OF REG & ELEC","33.662","-79.832","SC","2012","0101000020E6100000E80C31033AF553C0DC92663DC6D44040",NULL
"WILLIAMSBURG COUNTY RECREATIONAL DEPARTMENT","33.656","-79.811","SC","2012","0101000020E6100000C33C75F6DFF353C0BC0FF6DCF8D34040",NULL
"WILLIFORD FIRE STATION","34.427","-82.796","SC","2012","0101000020E6100000377579CEF1B254C0ED8387C498364140",NULL
"WILLISTON TOWN HALL","33.403","-81.425","SC","2012","0101000020E610000024986A662D5B54C0E8CFC831A3B34040",NULL
"WILLOW DR ELEMENTARY SCHOOL","33.937","-80.361","SC","2012","0101000020E6100000F4F6E7A2211754C07C48F8DEDFF74040",NULL
"WILSON HALL SCHOOL","33.937","-80.406","SC","2012","0101000020E610000017395508F51954C0291197D2E9F74040",NULL
"WILSON-FORESTON FIRE STATION","33.687","-80.057","SC","2012","0101000020E6100000B2158FE6A30354C0FC3ACB87FBD74040",NULL
"WINDY HILL FIRE STATION","33.804","-78.721","SC","2012","0101000020E6100000BFD5952A2CAE53C058B49487E0E64040",NULL
"WOMANS CLUB HOUSE","34.417","-80.348","SC","2012","0101000020E61000009CDABEEC431654C031DA99F859354140",NULL
"WOOD/BLACKSTOCK VOL FIRE","34.542","-81.162","SC","2012","0101000020E6100000BC033C69614A54C00632964451454140",NULL
"WOODLAND HGTS RECREATIONAL CENTER","34.930","-81.964","SC","2012","0101000020E6100000EDBD535CB07D54C09873DF2010774140",NULL
"WOODLANDS PARK","33.972","-80.965","SC","2012","0101000020E6100000527534B3BB3D54C0C830DDDA78FC4040",NULL
"WOODLAWN PRESBYTERIAN CHURCH","34.957","-81.345","SC","2012","0101000020E61000002DF1DB6B1C5654C07B939515797A4140",NULL
"WOODMAN OF THE WORLD","34.690","-80.202","SC","2012","0101000020E6100000CB5C8539E60C54C074B8B1344B584140",NULL
"WOODMAN OF THE WORLD HALL","34.220","-79.633","SC","2012","0101000020E6100000B948467389E853C011189062251C4140",NULL
"WOODMEN OF THE WORLD BUILDING","34.311","-81.632","SC","2012","0101000020E610000051CC8B5D6C6854C08E26721CD3274140",NULL
"WOODMONT MIDDLE SCHOOL","34.693","-82.408","SC","2012","0101000020E61000002DC3C9471C9A54C03DAFC277AC584140",NULL
"WOODRIDGE FIRE DEPARTMENT","33.510","-81.904","SC","2012","0101000020E61000007A3F2432E27954C04487C09140C14040",NULL
"WOODRUFF FIRE SUB STATION","34.771","-82.112","SC","2012","0101000020E6100000747808E3278754C0E7CCD13EB1624140",NULL
"WOODRUFF LEISURE CENTER","34.745","-82.012","SC","2012","0101000020E61000007A6F0C01C08054C027CBFF9A625F4140",NULL
"WOODRUFF RD CHRISTIAN CHURCH","34.818","-82.266","SC","2012","0101000020E61000000831E1E1079154C06737E96CB7684140",NULL
"WOODRUFF TOWN HALL","34.739","-82.035","SC","2012","0101000020E61000006C25CF50378254C0E4C2DC499F5E4140",NULL
"WREN MIDDLE SCHOOL","34.725","-82.545","SC","2012","0101000020E6100000C2A3326AE3A254C017388F79D35C4140",NULL
"WRIGHT ELEMENTARY SCHOOL","34.399","-82.528","SC","2012","0101000020E610000090662C9ACEA154C0E7A6CD380D334140",NULL
"WYBOO FIRE STATION","33.567","-80.202","SC","2012","0101000020E610000050398144EE0C54C08A123EA594C84040",NULL
"YEMASSEE MUNICIPAL COMPLEX","32.695","-80.851","SC","2012","0101000020E6100000CEC53AB0773654C0570B47EB03594040",NULL
"YORK ROAD ELEMENTARY SCHOOL","34.948","-81.074","SC","2012","0101000020E6100000E7340BB4BB4454C0A4FD0FB056794140",NULL
"YOUNGS COMMUNITY CENTER","34.676","-82.064","SC","2012","0101000020E6100000F131B32A1D8454C07F8C14257C564140",NULL
"YOUNTS CENTER FOR PERFORMING ARTS","34.696","-82.204","SC","2012","0101000020E61000003AEA43720D8D54C0CE05E4011B594140",NULL
"YOUTH CANTEEN","33.495","-80.869","SC","2012","0101000020E610000018AD48F1963754C03136BE405ABF4040",NULL
"YWCA","34.836","-82.407","SC","2012","0101000020E6100000A36E0CA6069A54C0E32318BD096B4140",NULL
"ZIMMERMAN YOUTH CENTER","33.499","-80.859","SC","2012","0101000020E6100000416557B5FF3654C09462EC29DEBF4040",NULL
"ZION PARK","34.260","-79.313","SC","2012","0101000020E6100000D54F49E70DD453C047BC862A46214140",NULL
"ZION UNITED METHODIST CHURCH","34.568","-82.807","SC","2012","0101000020E61000007F4523449EB354C015281884A8484140",NULL
"SEA PINES PLANTATION CLUB","32.128","-80.790","SC","2014","0101000020E61000005F56CD188B3254C082C64CA25E104040","removed"
"COMMUNITY SERVICES ASSOC (CSA)","32.145","-80.788","SC","2014","0101000020E6100000CA1F67F5693254C0E8305F5E80124040","removed"
"ST. ANDREWS BY THE SEA UMC","32.151","-80.760","SC","2014","0101000020E61000007918FFE3A93054C0454EBA884A134040","removed"
"ST. JAMES BAPTIST CHURCH","32.235","-80.691","SC","2014","0101000020E6100000E1EA00883B2C54C08A0629780A1E4040","removed"
"CORNERSTONE CHURCH BLUFFTON","32.236","-80.861","SC","2014","0101000020E61000006DD795E01E3754C0A22424D2361E4040","removed"
"H. E. MCCRACKEN MIDDLE SCHOOL","32.248","-80.900","SC","2014","0101000020E61000004951C2A7943954C025372FF3C21F4040","removed"
"LOWCOUNTRY COMMUNITY CHURCH","32.254","-80.899","SC","2014","0101000020E610000082B0AE658D3954C0C11F7EFE7B204040","removed"
"PORT ROYAL FIRE STATION","32.384","-80.692","SC","2014","0101000020E6100000FB7266BB422C54C023241CC418314040","removed"
"SHELL POINT ELEMENTARY SCHOOL","32.386","-80.743","SC","2014","0101000020E6100000D2F5E91D932F54C0610B8B9B64314040","removed"
"POLOWANA FIRE STATION #24","32.405","-80.581","SC","2014","0101000020E610000012E5C1CC2D2554C02F66F09CD2334040","removed"
"CHARLES L BROWN ACT CENTER","32.438","-80.682","SC","2014","0101000020E6100000002FD8B2A12B54C0FB2F213020384040","removed"
"ROBERT SMALLS MIDDLE SCHOOL","32.488","-80.611","SC","2014","0101000020E61000002B4F20EC142754C08FFF0241803E4040","removed"
"SEABROOK ISLAND TOWN HALL","32.597","-80.160","SC","2014","0101000020E610000078D6C974430A54C0F2AC495C6C4C4040","removed"
"ST JOHNS FIRE STATION #4","32.602","-80.105","SC","2014","0101000020E610000027BC04A7BE0654C0CEFC6A0E104D4040","removed"
"GRAYS FIRE STATION","32.675","-81.022","SC","2014","0101000020E6100000823F57B66A4154C08E5A61FA5E564040","removed"
"ST PAULS FIRE STATION #1","32.733","-80.253","SC","2014","0101000020E6100000299485AF2F1054C03DB3C986DA5D4040","removed"
"CHARLESTON DAY SCHOOL","32.778","-79.935","SC","2014","0101000020E6100000BD039722D4FB53C0875682209B634040","removed"
"GAILLARD AUDITORIUM","32.788","-79.931","SC","2014","0101000020E61000001EE3E54496FB53C072F49D04DB644040","removed"
"HIBBEN UNITED METHODIST","32.793","-79.871","SC","2014","0101000020E61000005C1146FDBFF753C0992842EA76654040","removed"
"MAMIE P. WHITESIDES ELEMENTARY SCHOOL","32.809","-79.834","SC","2014","0101000020E6100000A4761AC462F553C005DAC29899674040","removed"
"SPRINGFIELD ELEMENTARY SCHOOL","32.837","-80.059","SC","2014","0101000020E6100000BEC172DFC50354C0D86A6A34146B4040","removed"
"JENKINS ORPHANAGE","32.847","-79.993","SC","2014","0101000020E6100000D491C8E38EFF53C06F21D96D616C4040","removed"
"JENNIE MOORE ELEMENTARY SCHOOL","32.852","-79.793","SC","2014","0101000020E61000006060B1E1C4F253C0A878B70DFE6C4040","removed"
"CHICORA ELEMENTARY SCHOOL","32.856","-79.970","SC","2014","0101000020E610000064AE0CAA0DFE53C004B463D9826D4040","removed"
"CORNERSTONE BAPTIST CHURCH","33.017","-80.200","SC","2014","0101000020E6100000B1DF13EBD40C54C0558F8F7120824040","removed"
"GOOSE CREEK MUNICIPAL BUILDING","33.028","-80.036","SC","2014","0101000020E6100000129B34B2500254C0F6F6425C94834040","removed"
"H. E. BONNER ELEMENTARY SCHOOL","33.265","-79.895","SC","2014","0101000020E6100000147C2EAE4CF953C01ACA3FE9FAA14040","removed"
"PUBLIC SAFETY STATION 5","33.494","-81.698","SC","2014","0101000020E610000069013510A66C54C04796276B2FBF4040","removed"
"SHEPHERD OF THE SEA CHURCH","33.589","-79.007","SC","2014","0101000020E61000002B291CE670C053C0DF3D9BB058CB4040","removed"
"CHERRY GROVE FIRE STATION","33.830","-78.644","SC","2014","0101000020E6100000E9E4565238A953C03001AE1A3AEA4040","removed"
"GRACE CATHEDRAL MINISTRIE","33.927","-80.328","SC","2014","0101000020E6100000FF942A51F61454C0CC24EA059FF64040","removed"
"LOWER RICHLAND FIRE STATI","33.952","-80.874","SC","2014","0101000020E6100000D9EBDD1FEF3754C052DA7635D4F94040","removed"
"VFW POST 641","33.983","-80.980","SC","2014","0101000020E610000082FC6CE4BA3E54C0E81EC830DDFD4040","removed"
"HYATT PARK (TEMP SITE)","34.040","-81.042","SC","2014","0101000020E610000009DFFB1BB44254C0C8258E3C10054140","removed"
"THE SEABROOK","32.150","-80.762","SC","2022","0101000020E6100000D9380774CB3054C0474B2F7B23134040","added"
"TIDEPOINTE A VI COMMUNITY","32.172","-80.776","SC","2022","0101000020E61000003B021313AF3154C0EEC220FAFF154040","added"
"GRACE COMMUNITY CHURCH","32.196","-80.765","SC","2022","0101000020E6100000D32B0A60EF3054C02DA3474211194040","added"
"HILTON HEAD GOVERNMENT COMPLEX","32.206","-80.696","SC","2022","0101000020E6100000FC4685FB922C54C06490BB08531A4040","added"
"H. E. MCCRACKEN MIDDLE SCHOOL","32.248","-80.900","SC","2022","0101000020E61000004951C2A7943954C025372FF3C21F4040","added"
"BLUFFTON MIDDLE SCHOOL","32.254","-80.878","SC","2022","0101000020E6100000676ECF3D353854C0C42FAB668C204040","added"
"BELFAIR FITNESS & SPORTS CENTER","32.281","-80.874","SC","2022","0101000020E610000093AA48E0EA3754C018B8978FFF234040","added"
"HARDEEVILLE COMMUNITY LIBRARY","32.286","-81.080","SC","2022","0101000020E61000003AD0436D1B4554C031992A1895244040","added"
"HILTON HEAD LAKES AMENITY CENTER","32.328","-81.017","SC","2022","0101000020E6100000E5DCDC4E114154C0B42671B1FD294040","added"
"CHURCH OF  THE PALMS","32.339","-80.927","SC","2022","0101000020E6100000FB9529415A3B54C00404CEAD6B2B4040","added"
"OKATEE BAPTIST CHURCH EDUCATION BUILDING","32.355","-80.893","SC","2022","0101000020E6100000721EA9192D3954C007616EF7722D4040","added"
"BJWSA COMMUNITY ROOM","32.365","-80.868","SC","2022","0101000020E6100000C789AF76943754C02BD780ADB72E4040","added"
"ST. MATTHEW BAPTIST CHURCH SOCIAL HALL","32.462","-81.083","SC","2022","0101000020E61000006FD39FFD484554C0D56C2FB3193B4040","added"
"GRAYS HILL FIRE DEPARTMENT STATION 82","32.493","-80.740","SC","2022","0101000020E61000002273C009602F54C08DCB5DF00E3F4040","added"
"GILLISONVILLE BAPTIST CHURCH SOCIAL HALL","32.588","-81.004","SC","2022","0101000020E610000087B0D0BD3D4054C0BE2374E1514B4040","added"
"COOSAWHATCHIE BAPTIST CHURCH","32.589","-80.929","SC","2022","0101000020E6100000120C8C61733B54C02CE45B69634B4040","added"
"BAXTER-PATRICK JAMES ISLAND LIBRARY","32.701","-79.973","SC","2022","0101000020E6100000ABA6351749FE53C02F8B89CDC7594040","added"
"PINE LEVEL BAPTIST CHURCH SOCIAL HALL","32.707","-81.028","SC","2022","0101000020E6100000EB895352CC4154C04377A455885A4040","added"
"JOHNS ISLAND LIBRARY","32.722","-80.077","SC","2022","0101000020E61000002B9FE579F00454C0D43ABBC6785C4040","added"
"HOLLYWOOD LIBRARY","32.729","-80.241","SC","2022","0101000020E610000093D222916C0F54C0CA4A38995D5D4040","added"
"ESTILL BULL DURHAM CENTER","32.753","-81.242","SC","2022","0101000020E61000009CB92CCB7C4F54C00CDEA1725D604040","added"
"CHARLESTON MAIN LIBRARY","32.789","-79.931","SC","2022","0101000020E6100000E26B747396FB53C0F175638BEE644040","added"
"WEST ASHLEY SEACOAST CHURCH","32.790","-80.034","SC","2022","0101000020E610000088B02B77300254C05193CFE110654040","added"
"FIRE & RESCUE STATION #8","32.804","-80.777","SC","2022","0101000020E6100000799109F8B53154C07EBF3D74E6664040","added"
"BEES LANDING RECREATION CENTER","32.833","-80.095","SC","2022","0101000020E610000052A51C82190654C0BF0B5BB3956A4040","added"
"DANIEL ISLAND RECREATION CENTER","32.865","-79.899","SC","2022","0101000020E6100000C022BF7E88F953C0C7287403AA6E4040","added"
"NORTH CHARLESTON CONVENTION CENTER","32.866","-80.021","SC","2022","0101000020E6100000ED5F5969520154C04E716605D06E4040","added"
"POINT HOPE UMC","32.884","-79.787","SC","2022","0101000020E6100000A09740005FF253C06C89A6FD20714040","added"
"WANDO LIBRARY","32.887","-79.764","SC","2022","0101000020E610000093FA57FBE0F053C07315E69887714040","added"
"HANAHAN LIBRARY","32.919","-80.020","SC","2022","0101000020E6100000F6BEA7284D0154C0F7D7E19E9D754040","added"
"WESCOTT PARK","32.932","-80.135","SC","2022","0101000020E6100000C66AF3FFAA0854C0165DCDF055774040","added"
"WINDSOR HILL ELEMENTARY SCHOOL","32.936","-80.102","SC","2022","0101000020E6100000E10E2FE3810654C07EFE7BF0DA774040","added"
"PINEHURST ELEMENTARY SCHOOL","32.943","-80.053","SC","2022","0101000020E610000050A335AB630354C0F3380CE6AF784040","added"
"FAIRFAX FIRE DEPT.","32.961","-81.240","SC","2022","0101000020E6100000D2EB0555594F54C0CCCA9B68FC7A4040","added"
"FAIRFAX MUNICIPAL BUILDING","32.962","-81.240","SC","2022","0101000020E6100000680D3911584F54C0B421FFCC207B4040","added"
"SEA PINES COMMUNITY CENTER","32.131","-80.801","SC","2014","0101000020E61000006E0FE7864B3354C0943FCEEAD3104040","added"
"TIDEPOINTE A VI COMMUNITY","32.172","-80.776","SC","2014","0101000020E61000003B021313AF3154C0EEC220FAFF154040","added"
"PRITCHARDVILLE ELEMENTARY SCHOOL","32.244","-80.972","SC","2014","0101000020E61000005E7935E52F3E54C00261A758351F4040","added"
"ROTARY COMMUNITY CENTER @OSCAR FRAZIER PARK","32.246","-80.867","SC","2014","0101000020E6100000EF13AC167D3754C0F6FBB440711F4040","added"
"BUCKWALTER RECREATION CENTER","32.249","-80.903","SC","2014","0101000020E610000081E26CDFC83954C0592D550ED21F4040","added"
"MAGNOLIA HALL","32.293","-80.953","SC","2014","0101000020E6100000C95356D3F53C54C0EE4FF39F7F254040","added"
"SCHH LAKEHOUSE","32.310","-80.956","SC","2014","0101000020E61000002D5679A7273D54C05508F53E9F274040","added"
"CHURCH OF  THE PALMS","32.339","-80.927","SC","2014","0101000020E6100000FB9529415A3B54C00404CEAD6B2B4040","added"
"DATAW COMMUNITY CENTER","32.448","-80.577","SC","2014","0101000020E6100000F2672E26EC2454C073A48EE964394040","added"
"PROPERTY OWNERS LAKE HOUSE","32.590","-80.163","SC","2014","0101000020E6100000400576EB6B0A54C00A325DE38E4B4040","added"
"KIAWAH ISLAND TOWN HALL","32.611","-80.150","SC","2014","0101000020E6100000E3ED5234A00954C057DB0363334E4040","added"
"SENIOR CITIZENS BUILDING","32.673","-81.021","SC","2014","0101000020E610000013C48A64594154C06AD0E16B19564040","added"
"BAPTIST HILL HIGH SCHOOL","32.727","-80.262","SC","2014","0101000020E6100000FAF02C41C61054C0300BDC700E5D4040","added"
"MEMMINGER ELEMENTARY SCHOOL","32.781","-79.936","SC","2014","0101000020E61000008D3A843BE1FB53C03A0900E9F6634040","added"
"BUIST ACADEMY","32.787","-79.933","SC","2014","0101000020E6100000659B6560AEFB53C0EF93FEB9C3644040","added"
"CHARLESTON PROGRESSIVE ELEMENTARY","32.791","-79.937","SC","2014","0101000020E61000000CAB7823F3FB53C0D461855B3E654040","added"
"EAST COOPER MONTESSORI CHARTER SCHOOL","32.797","-79.853","SC","2014","0101000020E6100000F3CAF5B699F653C02DA3474211664040","added"
"MONTESSORI COMMUNITY SCHOOL","32.836","-80.058","SC","2014","0101000020E610000073A6BF4DB50354C04DB4F51D0D6B4040","added"
"AZALEA CHURCH OF CHRIST","32.848","-79.998","SC","2014","0101000020E610000064F55844DEFF53C05CA2C4F87A6C4040","added"
"THE DANIEL ISLAND CLUB","32.879","-79.905","SC","2014","0101000020E61000005BA7DB23E5F953C0B2F2CB608C704040","added"
"RIVERBLUFF CHURCH","32.922","-80.127","SC","2014","0101000020E6100000972BCDF71D0854C09396804EF7754040","added"
"ST. PAUL MISSIONARY BAPTIST CHURCH","32.928","-79.855","SC","2014","0101000020E610000038C59915C0F653C00972AB7BBF764040","added"
"COLLETON COUNTY MIDDLE SCHOOL","32.939","-80.639","SC","2014","0101000020E6100000337C5578E12854C075C69C0C33784040","added"
"METRO NORTH CHURCH","33.008","-80.041","SC","2014","0101000020E610000053AB54F5970254C0CD49DEEF06814040","added"
"SANGAREE MIDDLE SCHOOL","33.027","-80.108","SC","2014","0101000020E6100000B3E66CA6E70654C0738236397C834040","added"
"MACEDONIA MIDDLE SCHOOL","33.268","-79.897","SC","2014","0101000020E6100000D9A3816962F953C05A677C5F5CA24040","added"
"LIVING HOPE","33.491","-81.697","SC","2014","0101000020E61000008F3F074C966C54C06F5402BDCBBE4040","added"
"GARDEN CITY BAPTIST CHURCH","33.586","-79.005","SC","2014","0101000020E61000006133C00559C053C096CE876709CB4040","added"
"BURGESS ELEMENTARY SCHOOL","33.641","-79.018","SC","2014","0101000020E61000003C4D66BC2DC153C05F95B0DB0CD24040","added"
"SCIENCE BUILDING  BETTIS ACADEMY CAMPUS","33.660","-81.858","SC","2014","0101000020E6100000761E70B8EA7654C0AF8339306FD44040","added"
"CHAPEL BY THE SEA BAPTIST CHURCH","33.840","-78.646","SC","2014","0101000020E6100000297EE7725EA953C0C80E852A90EB4040","added"
"WEBBER ELEMENTARY SCHOOL","33.875","-80.700","SC","2014","0101000020E61000008D7C5EF1D42C54C0351603DA0CF04040","added"
"CAROLINA SPRINGS ELEMENTARY SCHOOL","33.889","-81.266","SC","2014","0101000020E610000055E2957F085154C0863AAC70CBF14040","added"
"CAROLINA SPRINGS MIDDLE SCHOOL","33.895","-81.260","SC","2014","0101000020E610000052C59E87A45054C099F5BDE199F24040","added"
"WHITE KNOLL HIGH SCHOOL","33.905","-81.234","SC","2014","0101000020E6100000C0A9B46AFC4E54C03F863364E1F34040","added"
"HOPKINS ELEMENTARY SCHOOL","33.910","-80.873","SC","2014","0101000020E6100000C080142BD93754C00304183B86F44040","added"
"MONTICELLO CLUBHOUSE","33.916","-82.362","SC","2014","0101000020E61000006DACC43C2B9754C0E99C9FE238F54040","added"
"GARNERS FERRY SOCCER COMPLEX AAC","33.948","-80.888","SC","2014","0101000020E610000009D1B58AD93854C031DA99F859F94040","added"
"TRINITY ASSEMBLY OF GOD","33.964","-80.921","SC","2014","0101000020E61000002FE5D76AEA3A54C0EEEA556474FB4040","added"
"SOUTHEAST LIBRARY","33.968","-80.947","SC","2014","0101000020E61000002475A7E0953C54C0364FBF55E8FB4040","added"
"SHERWOOD FOREST PRES CHURCH","33.990","-80.981","SC","2014","0101000020E61000007F187CF5CC3E54C02B984231C3FE4040","added"
"KINGS GRANT CLUB HOUSE","33.993","-80.950","SC","2014","0101000020E610000010E50B5AC83C54C00667953E19FF4040","added"
"EARLEWOOD PARK COMMUNITY CENTER","34.029","-81.043","SC","2014","0101000020E61000009EAAE749BE4254C0F96B0D00B0034140","added"
"RIVER BLUFF HIGH SCHOOL","34.030","-81.155","SC","2014","0101000020E61000003C1BA842F24954C09FB93DF7D4034140","added"
"LORIS PUBLIC SAFETY CENTER","34.058","-78.891","SC","2014","0101000020E6100000C62A4AAE07B953C0A298BC0166074140","added"
"POLO ROAD ELEMENTARY","34.075","-80.911","SC","2014","0101000020E610000010DFD3E6493A54C0394371C79B094140","added"
